Season,Natural Key,Name,Nation,Positions,Squad_ID,Squad,Born
2017,8637e09a,Vincent Aboubakar,cm CMR,FW,5e876ee6,pt Porto,1992
2017,81442ecb,Marcos Acuña,ar ARG,"FW,DF",13dc44fd,pt Sporting CP,1991
2017,c81d773d,Tosin Adarabioyo,eng ENG,DF,b8fd03ef,eng Manchester City,1997
2017,9d8586c4,Adriano,br BRA,DF,0f9294bd,tr Beşiktaş,1984
2017,2557c196,Luiz Adriano,br BRA,"FW,MF",8c635914,ru Spartak Moscow,1987
2017,42a632ba,Ansi Agolli,al ALB,DF,44b65410,az Qarabağ,1982
2017,4d034881,Sergio Agüero,ar ARG,FW,b8fd03ef,eng Manchester City,1988
2017,0ff9eabc,Karim El Ahmadi,ma MAR,MF,fb4ca611,nl Feyenoord,1985
2017,5d91cf0f,Valon Ahmedi,al ALB,"MF,FW",2aae7689,si NK Maribor,1994
2017,2b1c4abd,Albian Ajeti,ch SUI,FW,d3d9424a,ch Basel,1997
2017,89ac64a6,Manuel Akanji,ch SUI,DF,d3d9424a,ch Basel,1995
2017,42ec696a,Igor Akinfeev,ru RUS,GK,f0c0c2c2,ru CSKA Moscow,1986
2017,05439de2,David Alaba,at AUT,DF,054efa67,de Bayern Munich,1992
2017,4601e194,Jordi Alba,es ESP,DF,206d90db,es Barcelona,1989
2017,4bd414c1,Raúl Albiol,es ESP,DF,d48ad4ff,it Napoli,1985
2017,a7a9d95a,Paco Alcácer,es ESP,FW,206d90db,es Barcelona,1993
2017,77e84962,Thiago Alcántara,es ESP,MF,054efa67,de Bayern Munich,1991
2017,f7d50789,Toby Alderweireld,be BEL,DF,361ca564,eng Tottenham,1989
2017,cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,822bd0ba,eng Liverpool,1998
2017,e044ce1e,Nektarios Alexandrou,cy CYP,"DF,MF",eab315a6,cy APOEL FC,1983
2017,7a2e46a8,Alisson,br BRA,GK,cf74a709,it Roma,1992
2017,cc700722,Allan,br BRA,MF,d48ad4ff,it Napoli,1991
2017,cea4ee8f,Dele Alli,eng ENG,"MF,FW",361ca564,eng Tottenham,1996
2017,67b3d74b,André Almeida,pt POR,DF,a77c513e,pt Benfica,1990
2017,ba6e52b0,André Almeida Pinto,pt POR,DF,13dc44fd,pt Sporting CP,1989
2017,bdf8165d,Richard Almeida,az AZE,MF,44b65410,az Qarabağ,1989
2017,cb7786d5,Stathis Aloneftis,cy CYP,"FW,MF",eab315a6,cy APOEL FC,1983
2017,f4290206,Marcos Alonso,es ESP,"DF,MF",cff3d9bb,eng Chelsea,1990
2017,8ce30c57,Éder Álvarez Balanta,co COL,DF,d3d9424a,ch Basel,1993
2017,c9e99e49,Dani Alves,br BRA,DF,e2d8892c,fr Paris S-G,1983
2017,5a2cb25d,Sofyan Amrabat,ma MAR,"MF,DF",fb4ca611,nl Feyenoord,1996
2017,9f31b1d3,André André,pt POR,"MF,FW",5e876ee6,pt Porto,1989
2017,2a70dcc9,Thanasis Androutsos,gr GRE,FW,2fdb4aef,gr Olympiacos,1997
2017,632e0184,Minas Antoniou,cy CYP,FW,eab315a6,cy APOEL FC,1994
2017,91976866,Mirko Antonucci,it ITA,FW,cf74a709,it Roma,1999
2017,feb5d3ab,Dennis Appiah,fr FRA,"DF,MF",08ad393c,be Anderlecht,1992
2017,2f965a72,Alphonse Areola,fr FRA,GK,e2d8892c,fr Paris S-G,1993
2017,97333cf5,Stuart Armstrong,sct SCO,MF,b81aa4fa,sct Celtic,1992
2017,963a328b,Tolgay Arslan,de GER,MF,0f9294bd,tr Beşiktaş,1990
2017,089550f5,Kwadwo Asamoah,gh GHA,DF,e0652b02,it Juventus,1988
2017,45af8a54,Marco Asensio,es ESP,"MF,FW",53a2f082,es Real Madrid,1996
2017,d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,add600ae,de Dortmund,1989
2017,97bfa797,Jean-Kévin Augustin,fr FRA,FW,acbb6a5b,de RB Leipzig,1997
2017,0e34de55,Filipe Augusto,br BRA,MF,a77c513e,pt Benfica,1993
2017,5c2b4f07,Serge Aurier,ci CIV,DF,361ca564,eng Tottenham,1992
2017,53fc526b,Márcio Azevedo,br BRA,DF,e89d5a28,ua Shakhtar,1986
2017,53cad200,César Azpilicueta,es ESP,DF,cff3d9bb,eng Chelsea,1989
2017,6438d426,Ryan Babel,nl NED,FW,0f9294bd,tr Beşiktaş,1986
2017,a1232f4e,Eric Bailly,ci CIV,DF,19538871,eng Manchester Utd,1994
2017,ae8ec371,Gregor Bajde,si SVN,"MF,FW",2aae7689,si NK Maribor,1994
2017,59bf127b,Tiemoué Bakayoko,fr FRA,MF,cff3d9bb,eng Chelsea,1994
2017,509a4ccb,Keita Baldé,sn SEN,"FW,MF",fd6114db,fr Monaco,1995
2017,a58bb1e1,Gareth Bale,wls WAL,"FW,MF",53a2f082,es Real Madrid,1989
2017,fa937f7a,Éver Banega,ar ARG,MF,ad2be733,es Sevilla,1988
2017,72d0e1b6,Gabriel Barbosa,br BRA,"MF,DF",a77c513e,pt Benfica,1996
2017,b742cc0d,Marc Bartra,es ESP,"DF,MF",add600ae,de Dortmund,1991
2017,7c0000fd,Andrea Barzagli,it ITA,DF,e0652b02,it Juventus,1981
2017,b9052bad,Bilal Başaçıkoğlu,tr TUR,FW,fb4ca611,nl Feyenoord,1995
2017,2973d8ff,Michy Batshuayi,be BEL,FW,cff3d9bb,eng Chelsea,1993
2017,d637fc22,Rodrigo Battaglia,ar ARG,MF,13dc44fd,pt Sporting CP,1991
2017,49312f11,Sven van Beek,nl NED,DF,fb4ca611,nl Feyenoord,1994
2017,942b4f90,Wissam Ben Yedder,fr FRA,FW,ad2be733,es Sevilla,1990
2017,b7e7937d,Diego Benaglio,ch SUI,GK,fd6114db,fr Monaco,1983
2017,3b15ef2d,Medhi Benatia,ma MAR,DF,e0652b02,it Juventus,1987
2017,3b8674e6,Rodrigo Bentancur,uy URU,"MF,FW",e0652b02,it Juventus,1997
2017,70d74ece,Karim Benzema,fr FRA,FW,53a2f082,es Real Madrid,1987
2017,b6e50615,Yuri Berchiche,es ESP,DF,e2d8892c,fr Paris S-G,1990
2017,84ad89fa,Aleksei Berezutski,ru RUS,DF,f0c0c2c2,ru CSKA Moscow,1982
2017,a49fd565,Vasili Berezutski,ru RUS,DF,f0c0c2c2,ru CSKA Moscow,1982
2017,713c144a,Steven Berghuis,nl NED,FW,fb4ca611,nl Feyenoord,1991
2017,ab4b3e35,Bernard,br BRA,FW,e89d5a28,ua Shakhtar,1992
2017,ee93c1a9,Federico Bernardeschi,it ITA,FW,e0652b02,it Juventus,1994
2017,17370b95,Bernardo,br BRA,DF,acbb6a5b,de RB Leipzig,1995
2017,433dc9a2,Juan Bernat,es ESP,DF,054efa67,de Bayern Munich,1993
2017,a3e1d20d,Jean-Claude Billong,cm CMR,DF,2aae7689,si NK Maribor,1993
2017,f533776b,Nir Bitton,il ISR,"DF,MF",b81aa4fa,sct Celtic,1991
2017,691bef82,Daley Blind,nl NED,DF,19538871,eng Manchester Utd,1990
2017,2db2fd7b,Jérôme Boateng,de GER,DF,054efa67,de Bayern Munich,1988
2017,faa1b07d,Salvatore Bocchetti,it ITA,DF,8c635914,ru Spartak Moscow,1986
2017,0ef05b3e,Frank Boeckx,be BEL,GK,08ad393c,be Anderlecht,1986
2017,635f2732,Jean-Paul Boëtius,nl NED,FW,fb4ca611,nl Feyenoord,1994
2017,4d1cea6a,Damjan Bohar,si SVN,"MF,FW",2aae7689,si NK Maribor,1991
2017,e90af77c,Gabriel Boschilia,br BRA,DF,fd6114db,fr Monaco,1996
2017,7f6bff1f,Alberto Botía,es ESP,DF,2fdb4aef,gr Olympiacos,1989
2017,eef95b11,Eric Botteghin,br BRA,DF,fb4ca611,nl Feyenoord,1987
2017,7c473e12,Dedryck Boyata,be BEL,DF,b81aa4fa,sct Celtic,1990
2017,56b5d64e,Yacine Brahimi,dz ALG,"FW,MF",5e876ee6,pt Porto,1990
2017,10072610,Claudio Bravo,cl CHI,GK,b8fd03ef,eng Manchester City,1983
2017,0be28faf,Scott Brown,sct SCO,MF,b81aa4fa,sct Celtic,1985
2017,5caa62a7,Bruma,pt POR,"FW,MF",acbb6a5b,de RB Leipzig,1994
2017,4e18cf1c,Massimo Bruno,be BEL,FW,08ad393c,be Anderlecht,1993
2017,a4f642c5,Kevin Bua,ch SUI,"MF,FW",d3d9424a,ch Basel,1993
2017,e40d028b,Gianluigi Buffon,it ITA,GK,e0652b02,it Juventus,1978
2017,9d12e142,Roman Bürki,ch SUI,GK,add600ae,de Dortmund,1990
2017,5ab0ea87,Sergio Busquets,es ESP,MF,206d90db,es Barcelona,1988
2017,8a7a5ad7,Bohdan Butko,ua UKR,DF,e89d5a28,ua Shakhtar,1991
2017,7914b9fe,Gary Cahill,eng ENG,DF,cff3d9bb,eng Chelsea,1985
2017,22ca11f1,Fabrizio Caligara,it ITA,FW,e0652b02,it Juventus,2000
2017,78841da9,José Callejón,es ESP,FW,d48ad4ff,it Napoli,1987
2017,341a40ef,Igor de Camargo,be BEL,FW,eab315a6,cy APOEL FC,1983
2017,a65ce836,Emre Can,de GER,MF,822bd0ba,eng Liverpool,1994
2017,dc415e39,Mehdi Carcela,ma MAR,"FW,MF",2fdb4aef,gr Olympiacos,1989
2017,0d863fdc,Carlão,br BRA,DF,eab315a6,cy APOEL FC,1986
2017,de39485a,Yannick Carrasco,be BEL,"MF,FW",db3b9613,es Atlético Madrid,1993
2017,8f898ba8,Guido Carrillo,ar ARG,FW,fd6114db,fr Monaco,1991
2017,4958bfb2,Dani Carvajal,es ESP,DF,53a2f082,es Real Madrid,1992
2017,36b76751,João Carvalho,pt POR,MF,a77c513e,pt Benfica,1997
2017,dee86451,William Carvalho,pt POR,MF,13dc44fd,pt Sporting CP,1992
2017,4d224fe8,Casemiro,br BRA,MF,53a2f082,es Real Madrid,1992
2017,58bc7d18,Kiko Casilla,es ESP,GK,53a2f082,es Real Madrid,1986
2017,1ddbb0da,Iker Casillas,es ESP,GK,5e876ee6,pt Porto,1981
2017,68829001,Gonzalo Castro,de GER,MF,add600ae,de Dortmund,1987
2017,527f063d,Edinson Cavani,uy URU,FW,e2d8892c,fr Paris S-G,1987
2017,c0617e2b,Dani Ceballos,es ESP,"MF,FW",53a2f082,es Real Madrid,1996
2017,5e1028e5,Franco Cervi,ar ARG,"MF,FW",a77c513e,pt Benfica,1994
2017,f0faccb9,Bruno César,br BRA,"MF,FW",13dc44fd,pt Sporting CP,1988
2017,f619413f,Júlio César,br BRA,GK,a77c513e,pt Benfica,1979
2017,042d286e,Fyodor Chalov,ru RUS,FW,f0c0c2c2,ru CSKA Moscow,1998
2017,e85fb9b8,Giorgio Chiellini,it ITA,DF,e0652b02,it Juventus,1984
2017,c9081f9a,Alexandru Chipciu,ro ROU,DF,08ad393c,be Anderlecht,1989
2017,c316607a,Vlad Chiricheș,ro ROU,DF,d48ad4ff,it Napoli,1989
2017,1cb49278,Andreas Christensen,dk DEN,DF,cff3d9bb,eng Chelsea,1996
2017,04ac8285,Jasper Cillessen,nl NED,GK,206d90db,es Barcelona,1989
2017,a1c2666d,Orkan Çınar,tr TUR,FW,0f9294bd,tr Beşiktaş,1996
2017,0442183b,Nathaniel Clyne,eng ENG,DF,822bd0ba,eng Liverpool,1991
2017,1fbbfbde,Sebastián Coates,uy URU,DF,13dc44fd,pt Sporting CP,1990
2017,0f8bd0a6,Fábio Coentrão,pt POR,"DF,MF",13dc44fd,pt Sporting CP,1988
2017,042e8a49,Kingsley Coman,fr FRA,"FW,MF",054efa67,de Bayern Munich,1996
2017,3e99c613,Marvin Compper,de GER,DF,acbb6a5b,de RB Leipzig,1985
2017,0e7ccfc4,Sébastien Corchia,fr FRA,DF,ad2be733,es Sevilla,1990
2017,fb938d24,Jesús Corona,mx MEX,MF,5e876ee6,pt Porto,1993
2017,01eb744d,Ángel Correa,ar ARG,"MF,FW",db3b9613,es Atlético Madrid,1995
2017,45b9b619,Joaquín Correa,ar ARG,FW,ad2be733,es Sevilla,1994
2017,4fa7cb9b,Douglas Costa,br BRA,"FW,MF",e0652b02,it Juventus,1990
2017,1840e36d,Thibaut Courtois,be BEL,GK,cff3d9bb,eng Chelsea,1992
2017,0ef89a37,Philippe Coutinho,br BRA,"MF,FW",822bd0ba,eng Liverpool,1992
2017,0ab1f153,Juan Cuadrado,co COL,FW,e0652b02,it Juventus,1988
2017,db4ed67b,Mahmoud Dahoud,de GER,MF,add600ae,de Dortmund,1996
2017,d9565625,Diogo Dalot,pt POR,DF,5e876ee6,pt Porto,1999
2017,94b2001f,Danilo,br BRA,DF,b8fd03ef,eng Manchester City,1991
2017,96e0490d,Matteo Darmian,it ITA,DF,19538871,eng Manchester Utd,1989
2017,44781702,Ben Davies,wls WAL,DF,361ca564,eng Tottenham,1993
2017,e46012d4,Kevin De Bruyne,be BEL,MF,b8fd03ef,eng Manchester City,1991
2017,532d2690,Daniele De Rossi,it ITA,MF,cf74a709,it Roma,1983
2017,ae4e2852,Mattia De Sciglio,it ITA,DF,e0652b02,it Juventus,1992
2017,854ee61a,Grégoire Defrel,mq MTQ,FW,cf74a709,it Roma,1991
2017,111c3236,Fabian Delph,eng ENG,DF,b8fd03ef,eng Manchester City,1989
2017,f7ee69fb,Mousa Dembélé,be BEL,MF,361ca564,eng Tottenham,1987
2017,e7986081,Moussa Dembélé,fr FRA,FW,b81aa4fa,sct Celtic,1996
2017,b19db005,Ousmane Dembélé,fr FRA,"MF,FW",206d90db,es Barcelona,1997
2017,dc3fa3b5,Diego Demme,de GER,MF,acbb6a5b,de RB Leipzig,1991
2017,5a7301ae,Leander Dendoncker,be BEL,"MF,DF",08ad393c,be Anderlecht,1995
2017,85686f86,Dentinho,br BRA,"MF,FW",e89d5a28,ua Shakhtar,1989
2017,d807c7f6,Jan-Arie van der Heijden,nl NED,DF,fb4ca611,nl Feyenoord,1988
2017,a6997e06,Olivier Deschacht,be BEL,DF,08ad393c,be Anderlecht,1981
2017,39583cfd,Gerard Deulofeu,es ESP,"FW,MF",206d90db,es Barcelona,1994
2017,19cda00b,Ángel Di María,ar ARG,FW,e2d8892c,fr Paris S-G,1988
2017,65585e3a,Adama Diakhaby,fr FRA,FW,fd6114db,fr Monaco,1996
2017,79584585,Lassana Diarra,fr FRA,MF,e2d8892c,fr Paris S-G,1985
2017,31c69ef1,Rúben Dias,pt POR,DF,a77c513e,pt Benfica,1997
2017,bf309d24,Amadou Diawara,gn GUI,MF,d48ad4ff,it Napoli,1997
2017,407feb71,Brahim Díaz,ma MAR,"MF,FW",b8fd03ef,eng Manchester City,1999
2017,3c1b7c60,Serey Die,ci CIV,MF,d3d9424a,ch Basel,1984
2017,ac861941,Eric Dier,eng ENG,"MF,DF",361ca564,eng Tottenham,1994
2017,1b84dbe1,Lucas Digne,fr FRA,DF,206d90db,es Barcelona,1993
2017,f179ee11,Kevin Diks,id IDN,DF,fb4ca611,nl Feyenoord,1996
2017,5cef5a64,Joshgun Diniyev,az AZE,MF,44b65410,az Qarabağ,1995
2017,dc90cfbe,Bas Dost,nl NED,FW,13dc44fd,pt Sporting CP,1989
2017,ee0da7af,Douglas,br BRA,DF,a77c513e,pt Benfica,1990
2017,c49afee6,Seydou Doumbia,ci CIV,FW,13dc44fd,pt Sporting CP,1987
2017,1a992676,Julian Draxler,de GER,MF,e2d8892c,fr Paris S-G,1993
2017,2649ff32,Danny Drinkwater,eng ENG,MF,cff3d9bb,eng Chelsea,1990
2017,e0921a4f,Paulo Dybala,ar ARG,"MF,FW",e0652b02,it Juventus,1993
2017,4c45cdc2,Alan Dzagoev,ru RUS,"MF,FW",f0c0c2c2,ru CSKA Moscow,1990
2017,3bb7f478,Edin Džeko,ba BIH,FW,cf74a709,it Roma,1986
2017,e7ef333b,Georgi Dzhikiya,ru RUS,DF,8c635914,ru Spartak Moscow,1993
2017,a382462b,Lorenzo Ebecilio,nl NED,"MF,FW",eab315a6,cy APOEL FC,1991
2017,3bb7b8b4,Ederson,br BRA,GK,b8fd03ef,eng Manchester City,1993
2017,0562b7f1,Odsonne Édouard,fr FRA,FW,b81aa4fa,sct Celtic,1998
2017,65553d96,Giorgos Efrem,cy CYP,MF,eab315a6,cy APOEL FC,1989
2017,4f56170e,Omar Elabdellaoui,no NOR,DF,2fdb4aef,gr Olympiacos,1991
2017,981869fc,Eliseu,pt POR,DF,a77c513e,pt Benfica,1983
2017,68dc0dac,Mohamed Elyounoussi,no NOR,"FW,MF",d3d9424a,ch Basel,1994
2017,85b0c4c6,Tarik Elyounoussi,no NOR,"FW,MF",44b65410,az Qarabağ,1988
2017,df6bcd09,Emmanuel Emenike,ng NGA,FW,2fdb4aef,gr Olympiacos,1987
2017,4fdf1fd9,Björn Engels,be BEL,DF,2fdb4aef,gr Olympiacos,1994
2017,980522ec,Christian Eriksen,dk DEN,"MF,FW",361ca564,eng Tottenham,1992
2017,15b6e8d7,Caner Erkin,tr TUR,DF,0f9294bd,tr Beşiktaş,1988
2017,b0616e3d,Sergio Escudero,es ESP,DF,ad2be733,es Sevilla,1989
2017,7f3b388c,Fabinho,br BRA,MF,fd6114db,fr Monaco,1993
2017,33508c78,Cesc Fàbregas,es ESP,MF,cff3d9bb,eng Chelsea,1987
2017,af245161,Fabricio,es ESP,GK,0f9294bd,tr Beşiktaş,1987
2017,66116290,Radamel Falcao,co COL,FW,fd6114db,fr Monaco,1986
2017,ea8d470b,Agustín Farías,ar ARG,"MF,FW",eab315a6,cy APOEL FC,1987
2017,4e358a2d,Federico Fazio,ar ARG,DF,cf74a709,it Roma,1987
2017,874d7a32,Ljubomir Fejsa,rs SRB,MF,a77c513e,pt Benfica,1988
2017,51a3c4c8,Felipe,br BRA,DF,5e876ee6,pt Porto,1989
2017,87575fd9,Marouane Fellaini,be BEL,MF,19538871,eng Manchester Utd,1987
2017,507c7bdf,Bruno Fernandes,pt POR,MF,13dc44fd,pt Sporting CP,1994
2017,7c1a0c67,Mário Fernandes,ru RUS,"FW,MF",f0c0c2c2,ru CSKA Moscow,1990
2017,78c40e94,Augusto Fernández,ar ARG,MF,db3b9613,es Atlético Madrid,1986
2017,101da2b5,Fernandinho,br BRA,"MF,DF",b8fd03ef,eng Manchester City,1985
2017,34c3ec17,Fernando,br BRA,MF,8c635914,ru Spartak Moscow,1992
2017,b39a793e,Facundo Ferreyra,ar ARG,FW,e89d5a28,ua Shakhtar,1991
2017,3e587547,Diogo Figueiras,pt POR,"DF,MF",2fdb4aef,gr Olympiacos,1991
2017,352cabbc,Tobias Figueiredo,pt POR,DF,13dc44fd,pt Sporting CP,1994
2017,4c370d81,Roberto Firmino,br BRA,FW,822bd0ba,eng Liverpool,1991
2017,e288d4b3,Alessandro Florenzi,it ITA,"DF,FW",cf74a709,it Roma,1991
2017,ed1e53f3,Phil Foden,eng ENG,"MF,DF",b8fd03ef,eng Manchester City,2000
2017,e73659d3,James Forrest,sct SCO,"DF,FW",b81aa4fa,sct Celtic,1991
2017,9a2e0ccc,Emil Forsberg,se SWE,"MF,FW",acbb6a5b,de RB Leipzig,1991
2017,2327c29e,Hernâni Fortes,pt POR,MF,5e876ee6,pt Porto,1991
2017,715e5b0e,Kostas Fortounis,gr GRE,"FW,MF",2fdb4aef,gr Olympiacos,1992
2017,6c7762c3,Juan Foyth,ar ARG,DF,361ca564,eng Tottenham,1998
2017,2e85c59c,Alexander Fransson,se SWE,MF,d3d9424a,ch Basel,1994
2017,b853e0ad,Fred,br BRA,MF,e89d5a28,ua Shakhtar,1993
2017,9fb640a8,Fabian Frei,ch SUI,"DF,MF",d3d9424a,ch Basel,1989
2017,f86ad3f5,Marco Friedl,at AUT,DF,054efa67,de Bayern Munich,1998
2017,65d750b5,Gabi,es ESP,MF,db3b9613,es Atlético Madrid,1983
2017,7ebfac0f,Nicolás Gaitán,ar ARG,MF,db3b9613,es Atlético Madrid,1988
2017,f27680d9,Cristian Gamboa,cr CRC,DF,b81aa4fa,sct Celtic,1989
2017,42276181,Kévin Gameiro,fr FRA,FW,db3b9613,es Atlético Madrid,1987
2017,23593121,Ganso,br BRA,MF,ad2be733,es Sevilla,1989
2017,a372a9f2,Gara Garayev,az AZE,MF,44b65410,az Qarabağ,1992
